,HHID,value
489,15172,-0.107796479
490,15189,1.800216886
491,15195,-1.061803161
492,15204,-1.061803161
493,15209,-1.061803161
494,15216,0.846210204
495,15225,-1.061803161
496,15230,-1.061803161
497,15236,-0.107796479
498,15257,0.846210204
499,15268,-0.107796479
500,15293,0.846210204
501,15294,0.846210204
502,15304,-1.061803161
503,15332,-0.107796479
504,15339,0.846210204
505,15341,-1.061803161
506,15344,-1.061803161
507,15346,1.800216886
508,15372,0.846210204
509,15419,-1.061803161
510,15429,-1.061803161
511,15436,-1.061803161
512,15440,-1.061803161
513,15445,-0.107796479
514,15447,-1.061803161
515,15469,
516,15497,1.800216886
517,15511,-0.107796479
518,15514,-0.107796479
519,15516,-0.107796479
520,15536,-1.061803161
521,15536,-1.061803161
522,15536,-1.061803161
523,15536,-1.061803161
524,15537,-0.107796479
525,15543,-1.061803161
526,15551,-1.061803161
527,15560,-1.061803161
528,15570,-1.061803161
529,15588,-0.107796479
530,15591,-0.107796479
531,15593,-1.061803161
532,15618,-1.061803161
533,15625,-0.107796479
534,15636,0.846210204
535,15648,-1.061803161
536,15657,1.800216886
537,15658,0.846210204
538,15676,1.800216886
539,15698,-1.061803161
540,15708,-1.061803161
541,15709,-1.061803161
542,15726,-0.107796479
543,15730,0.846210204
544,15734,-0.107796479
545,15739,
546,15752,-0.107796479
547,15758,
548,15776,0.846210204
549,15779,-0.107796479
550,15781,-1.061803161
551,15784,0.846210204
552,15793,0.846210204
553,15801,-0.107796479
554,15833,-1.061803161
555,15834,-1.061803161
556,15834,-1.061803161
557,15834,-1.061803161
558,15834,-1.061803161
559,15836,-1.061803161
560,15840,-1.061803161
561,15883,0.846210204
562,15889,-0.107796479
563,15893,-1.061803161
564,15897,-1.061803161
565,15911,1.800216886
566,15911,-1.061803161
567,15911,1.800216886
568,15911,-1.061803161
569,15911,1.800216886
570,15911,-1.061803161
571,15935,-0.107796479
572,15960,
573,15972,-0.107796479
574,15981,-1.061803161
575,15982,-0.107796479
576,15983,-1.061803161
577,15986,-1.061803161
578,15991,-1.061803161
579,15992,-0.107796479
580,15995,-0.107796479
581,16013,-1.061803161
582,16015,
583,16022,-1.061803161
584,16024,-1.061803161
585,16035,-1.061803161
586,16036,-1.061803161
587,16042,-1.061803161
588,16048,0.846210204
589,16054,-1.061803161
590,16062,-0.107796479
591,16064,-1.061803161
592,16086,-1.061803161
593,16107,1.800216886
594,16116,0.846210204
595,16119,0.846210204
596,16142,
597,16161,0.846210204
598,16162,-1.061803161
599,16174,-0.107796479
600,16190,-1.061803161
601,16197,-1.061803161
602,16211,0.846210204
603,16220,-0.107796479
604,16221,0.846210204
605,16233,-0.107796479
606,16237,-0.107796479
607,16245,-0.107796479
608,16246,0.846210204
609,16247,1.800216886
610,16250,-1.061803161
611,16306,0.846210204
612,16331,1.800216886
613,16367,
614,16376,1.800216886
615,16381,0.846210204
616,16400,0.846210204
617,16404,-0.107796479
618,16407,-1.061803161
619,16407,0.846210204
620,16412,-1.061803161
621,16415,-0.107796479
622,16420,0.846210204
623,16430,-0.107796479
624,16433,-1.061803161
625,16437,1.800216886
626,16439,0.846210204
627,16444,0.846210204
628,16449,-0.107796479
629,16454,-1.061803161
630,16459,
631,16460,-1.061803161
632,16468,-0.107796479
633,16471,-1.061803161
634,16475,-0.107796479
635,16478,-0.107796479
636,16484,-1.061803161
637,16491,-0.107796479
638,16496,-1.061803161
639,16500,-1.061803161
640,16517,-0.107796479
641,16526,1.800216886
642,16528,1.800216886
643,16541,-0.107796479
644,16558,-1.061803161
645,16558,
646,16558,-1.061803161
647,16558,
648,16566,-1.061803161
649,16570,
650,16599,0.846210204
651,16602,-0.107796479
652,16606,-0.107796479
653,16612,
654,16619,-1.061803161
655,16631,1.800216886
656,16648,-1.061803161
657,16650,-1.061803161
658,16659,-1.061803161
659,16660,-1.061803161
660,16663,0.846210204
661,16672,-1.061803161
662,16681,
663,16698,-0.107796479
664,16700,-0.107796479
665,16704,
666,16705,-1.061803161
667,16706,-1.061803161
668,16710,-1.061803161
669,16711,-1.061803161
670,16715,-1.061803161
671,16747,-1.061803161
672,16761,-1.061803161
673,16770,-1.061803161
674,16789,-1.061803161
675,16799,-0.107796479
676,16810,-1.061803161
677,16822,0.846210204
678,16827,-1.061803161
679,16841,0.846210204
680,16848,0.846210204
681,16851,-0.107796479
682,16855,-1.061803161
683,16856,-1.061803161
684,16870,-1.061803161
685,16873,-1.061803161
686,16904,-0.107796479
687,16925,-1.061803161
688,16931,-0.107796479
689,16933,-0.107796479
690,16935,-1.061803161
691,16954,-1.061803161
692,16956,-1.061803161
693,16973,0.846210204
694,16973,-1.061803161
695,16973,-0.107796479
696,16973,0.846210204
697,16973,-1.061803161
698,16973,-0.107796479
699,16973,0.846210204
700,16973,-1.061803161
701,16973,-0.107796479
702,16975,-1.061803161
703,16989,-0.107796479
704,16994,0.846210204
705,16996,-1.061803161
706,17003,-1.061803161
707,17027,-0.107796479
708,17028,-1.061803161
709,17031,
710,17038,-1.061803161
711,17041,-0.107796479
712,17042,-0.107796479
713,17049,-1.061803161
714,17050,0.846210204
715,17061,-1.061803161
716,17075,-0.107796479
717,17077,-1.061803161
718,17093,0.846210204
719,17107,-0.107796479
720,17134,2.754223568
721,17136,0.846210204
722,17175,2.754223568
723,17184,
724,17199,-1.061803161
725,17201,-1.061803161
726,17202,
727,17209,0.846210204
728,17234,-0.107796479
729,17237,-1.061803161
730,17239,-0.107796479
731,17241,-1.061803161
732,17253,-1.061803161
733,17277,
734,17279,0.846210204
735,17282,-1.061803161
736,17303,-0.107796479
737,17319,2.754223568
738,17328,-1.061803161
739,17328,-0.107796479
740,17356,-1.061803161
741,17363,-1.061803161
742,17366,-0.107796479
743,17371,-0.107796479
744,17383,-0.107796479
745,17383,-0.107796479
746,17388,-0.107796479
747,17389,
748,17392,0.846210204
749,17425,0.846210204
750,17428,0.846210204
751,17458,-1.061803161
752,17459,-1.061803161
753,17468,1.800216886
754,17473,0.846210204
755,17480,
756,17491,1.800216886
757,17492,-1.061803161
758,17492,-1.061803161
759,17492,-1.061803161
760,17492,-1.061803161
761,17506,-1.061803161
762,17520,-1.061803161
763,17521,-1.061803161
764,17526,-1.061803161
765,17527,-1.061803161
766,17547,-1.061803161
767,17588,
768,17602,0.846210204
769,17623,0.846210204
770,17626,0.846210204
771,17635,-1.061803161
772,17640,
773,17641,0.846210204
774,17642,0.846210204
775,17646,
776,17653,1.800216886
777,17661,-0.107796479
778,17674,-0.107796479
779,17681,
780,17707,-0.107796479
781,17714,-0.107796479
782,17715,-1.061803161
783,17750,0.846210204
784,17755,
785,17773,-1.061803161
786,17773,2.754223568
787,17785,-1.061803161
788,17790,0.846210204
789,17833,1.800216886
790,17844,1.800216886
791,17862,-1.061803161
792,17909,
793,17922,-0.107796479
794,17923,-1.061803161
795,17924,-1.061803161
796,17933,-0.107796479
797,17952,-1.061803161
798,17970,
799,17978,-0.107796479
800,17980,-0.107796479
801,17986,0.846210204
802,18034,1.800216886
803,18048,
804,18052,-0.107796479
805,18075,-0.107796479
806,18092,0.846210204
807,18097,2.754223568
808,18098,-0.107796479
809,18100,0.846210204
810,18150,0.846210204
811,18155,0.846210204
812,18158,0.846210204
813,18163,1.800216886
814,18166,0.846210204
815,18175,-1.061803161
816,18198,-1.061803161
817,18199,0.846210204
818,18200,1.800216886
819,18204,-0.107796479
820,18210,-1.061803161
821,18212,0.846210204
822,18216,-0.107796479
823,18229,1.800216886
824,18243,-1.061803161
825,18245,0.846210204
826,18259,-0.107796479
827,18264,-0.107796479
828,18276,-1.061803161
829,18285,-1.061803161
830,18298,1.800216886
831,18301,0.846210204
832,18304,-0.107796479
833,18309,-1.061803161
834,18345,-1.061803161
835,18352,-0.107796479
836,18360,-0.107796479
837,18363,0.846210204
838,18364,0.846210204
839,18417,0.846210204
840,18421,-0.107796479
841,18424,-0.107796479
842,18435,0.846210204
843,18439,-0.107796479
844,18442,0.846210204
845,18443,-0.107796479
846,18451,-0.107796479
847,18481,0.846210204
848,18482,2.754223568
849,18483,-0.107796479
850,18508,-0.107796479
851,18508,-1.061803161
852,18508,-0.107796479
853,18508,-1.061803161
854,18525,-1.061803161
855,18531,-1.061803161
856,18536,-1.061803161
857,18539,-0.107796479
858,18566,-1.061803161
859,18632,-0.107796479
860,18646,0.846210204
861,18679,-1.061803161
862,18680,-0.107796479
863,18686,-1.061803161
864,18707,1.800216886
865,18733,0.846210204
866,18733,-0.107796479
867,18733,0.846210204
868,18733,-0.107796479
869,18734,-0.107796479
870,18739,-0.107796479
871,18742,-0.107796479
872,18758,2.754223568
873,18759,1.800216886
874,18774,-1.061803161
875,18776,0.846210204
876,18779,-1.061803161
877,18782,-0.107796479
878,18808,-0.107796479
879,18828,1.800216886
880,18831,0.846210204
881,18865,1.800216886
882,18877,-0.107796479
883,18889,-0.107796479
884,18896,-1.061803161
885,18918,-1.061803161
886,18918,0.846210204
887,18918,-1.061803161
888,18918,0.846210204
889,18950,-0.107796479
890,18961,-0.107796479
891,18963,-0.107796479
892,18966,
893,18972,0.846210204
894,18973,-0.107796479
895,18983,-0.107796479
896,18990,-1.061803161
897,18992,-0.107796479
898,19001,
899,19031,0.846210204
900,19047,0.846210204
901,19049,1.800216886
902,19050,-1.061803161
903,19052,-0.107796479
904,19053,-0.107796479
905,19054,0.846210204
906,19058,1.800216886
907,19065,-0.107796479
908,19110,-1.061803161
909,19133,-0.107796479
910,19142,-1.061803161
911,19154,
912,19158,
913,19187,-0.107796479
914,19212,1.800216886
915,19213,1.800216886
916,19216,0.846210204
917,19280,-1.061803161
918,19286,-0.107796479
919,19298,0.846210204
920,19298,-0.107796479
921,19298,0.846210204
922,19298,-0.107796479
923,19333,-0.107796479
924,19338,-1.061803161
925,19345,1.800216886
926,19351,-0.107796479
927,19373,-0.107796479
928,19375,0.846210204
929,19389,-0.107796479
930,19403,-0.107796479
931,19424,-1.061803161
932,19425,
933,19433,0.846210204
934,19442,-1.061803161
935,19454,-0.107796479
936,19458,-1.061803161
937,19488,
938,19489,1.800216886
939,19493,
940,19496,1.800216886
941,19501,-0.107796479
942,19535,0.846210204
943,19536,-0.107796479
944,19537,-1.061803161
945,19542,
946,19558,-1.061803161
947,19564,0.846210204
948,19569,-1.061803161
949,19585,-0.107796479
950,19620,0.846210204
951,19621,-1.061803161
952,19625,-1.061803161
953,19626,-1.061803161
954,19629,-0.107796479
955,19637,-0.107796479
956,19646,
957,19657,-1.061803161
958,19662,0.846210204
959,19672,
960,19687,-0.107796479
961,19704,0.846210204
962,19705,0.846210204
963,19715,-0.107796479
964,19738,-0.107796479
965,19742,-1.061803161
966,19746,0.846210204
967,19747,-0.107796479
968,19759,1.800216886
969,19769,-1.061803161
970,19770,-1.061803161
971,19773,-1.061803161
972,19786,-0.107796479
973,19796,1.800216886
974,19806,1.800216886
975,19822,0.846210204
976,19826,
977,19857,1.800216886
978,19877,-1.061803161
979,19904,
980,19909,-1.061803161
981,19935,-0.107796479
982,19950,-1.061803161
983,19973,0.846210204
984,19976,-0.107796479
985,19992,0.846210204
986,19995,0.846210204
987,20004,-0.107796479
988,20041,0.846210204
989,20042,0.846210204
990,20077,-1.061803161
991,20079,-1.061803161
992,20080,-0.107796479
993,20081,
994,20093,1.800216886
995,20093,0.846210204
996,20093,1.800216886
997,20093,0.846210204
998,20114,0.846210204
999,20139,-0.107796479
1000,20152,-0.107796479
1001,20161,-1.061803161
1002,20162,-1.061803161
1003,20168,
1004,20176,1.800216886
1005,20190,0.846210204
1006,20201,-1.061803161
1007,20221,-0.107796479
1008,20221,-1.061803161
1009,20221,-0.107796479
1010,20221,-1.061803161
1011,20238,-1.061803161
1012,20242,
1013,20247,-1.061803161
1014,20248,0.846210204
1015,20256,-0.107796479
1016,20259,-0.107796479
1017,20293,-1.061803161
1018,20306,-1.061803161
1019,20315,0.846210204
1020,20316,0.846210204
1021,20346,-0.107796479
1022,20363,-1.061803161
1023,20369,-1.061803161
1024,20374,-0.107796479
1025,20383,-1.061803161
1026,20384,-0.107796479
1027,20394,1.800216886
1028,20397,-1.061803161
1029,20442,-1.061803161
1030,20446,0.846210204
1031,20448,-0.107796479
1032,20455,-1.061803161
1033,20459,-1.061803161
1034,20471,-1.061803161
1035,20480,-0.107796479
1036,20490,0.846210204
1037,20501,0.846210204
1038,20511,0.846210204
1039,20514,-1.061803161
1040,20524,-0.107796479
1041,20527,-1.061803161
1042,20540,-0.107796479
1043,20554,-1.061803161
1044,20557,-1.061803161
1045,20558,-1.061803161
1046,20559,0.846210204
1047,20560,1.800216886
1048,20561,-1.061803161
1049,20575,0.846210204
1050,20588,-1.061803161
1051,20592,-0.107796479
1052,20608,-0.107796479
1053,20634,-1.061803161
1054,20674,-0.107796479
1055,20676,-0.107796479
1056,20678,-1.061803161
1057,20679,-1.061803161
1058,20692,-0.107796479
1059,20696,-1.061803161
1060,20700,-0.107796479
1061,20712,0.846210204
1062,20719,
1063,20777,1.800216886
1064,20806,-1.061803161
1065,20831,-1.061803161
1066,20842,1.800216886
1067,20860,0.846210204
1068,20861,-1.061803161
1069,20862,0.846210204
1070,20867,-0.107796479
1071,20870,0.846210204
1072,20876,-1.061803161
1073,20887,-1.061803161
1074,20899,-0.107796479
1075,20911,-0.107796479
1076,20913,2.754223568
1077,20917,
1078,20978,-0.107796479
1079,21001,-0.107796479
1080,21002,0.846210204
1081,21003,-1.061803161
1082,21009,-1.061803161
1083,21011,0.846210204
1084,21012,-1.061803161
1085,21015,-0.107796479
1086,21019,-1.061803161
1087,21040,-0.107796479
1088,21054,
1089,21058,1.800216886
1090,21072,-0.107796479
1091,21073,0.846210204
1092,21078,1.800216886
1093,21080,1.800216886
1094,21081,0.846210204
1095,21099,0.846210204
1096,21117,
1097,21120,-1.061803161
1098,21131,
1099,21137,0.846210204
1100,21141,-0.107796479
1101,21163,0.846210204
1102,21166,-1.061803161
1103,21169,-0.107796479
1104,21190,0.846210204
1105,21192,-0.107796479
1106,21195,0.846210204
1107,21199,0.846210204
1108,21200,
1109,21201,0.846210204
1110,21206,-0.107796479
1111,21210,0.846210204
1112,21227,-1.061803161
1113,21233,0.846210204
1114,21242,-0.107796479
1115,21253,-0.107796479
1116,21268,0.846210204
1117,21269,-0.107796479
1118,21300,
1119,21302,1.800216886
1120,21316,0.846210204
1121,21329,-0.107796479
1122,21332,-1.061803161
1123,21349,1.800216886
1124,21350,-0.107796479
1125,21359,1.800216886
1126,21368,0.846210204
1127,21390,0.846210204
1128,21402,-1.061803161
1129,21410,-1.061803161
1130,21412,-1.061803161
1131,21416,0.846210204
1132,21416,-0.107796479
1133,21416,0.846210204
1134,21416,-0.107796479
1135,21423,-1.061803161
1136,21431,0.846210204
1137,21435,-0.107796479
1138,21440,0.846210204
1139,21442,0.846210204
1140,21444,
1141,21448,-0.107796479
1142,21452,-0.107796479
1143,21464,1.800216886
1144,21464,-0.107796479
1145,21464,1.800216886
1146,21464,-0.107796479
1147,21468,-1.061803161
1148,21479,-1.061803161
1149,21485,-0.107796479
1150,21505,-0.107796479
1151,21507,1.800216886
1152,21520,-1.061803161
1153,21578,-1.061803161
1154,21582,-1.061803161
1155,21583,0.846210204
1156,21587,-0.107796479
1157,21594,0.846210204
1158,21629,-1.061803161
1159,21629,-0.107796479
1160,21629,-1.061803161
1161,21629,-0.107796479
1162,21668,1.800216886
1163,21671,0.846210204
1164,21673,-0.107796479
1165,21675,-1.061803161
1166,21678,-1.061803161
1167,21682,-1.061803161
1168,21693,-1.061803161
1169,21710,-1.061803161
1170,21717,-1.061803161
1171,21720,0.846210204
1172,21721,-1.061803161
1173,21721,1.800216886
1174,21726,-0.107796479
1175,21743,-0.107796479
1176,21743,0.846210204
1177,21746,-1.061803161
1178,21749,-1.061803161
1179,21755,-0.107796479
1180,21764,-0.107796479
1181,21774,-0.107796479
1182,21791,-1.061803161
1183,21825,-1.061803161
1184,21835,-0.107796479
1185,21873,0.846210204
1186,21904,-0.107796479
1187,21912,-0.107796479
1188,21922,-0.107796479
1189,21924,0.846210204
1190,21928,-1.061803161
1191,21995,-1.061803161
1192,21997,-0.107796479
1193,22018,-1.061803161
1194,22026,-0.107796479
1195,22027,-1.061803161
1196,22034,-1.061803161
1197,22035,-0.107796479
1198,22036,
1199,22039,0.846210204
1200,22042,0.846210204
1201,22047,-0.107796479
1202,22052,-0.107796479
1203,22060,-1.061803161
1204,22061,-1.061803161
1205,22064,
1206,22067,0.846210204
1207,22067,-0.107796479
1208,22067,0.846210204
1209,22067,-0.107796479
1210,22109,-0.107796479
1211,22113,-1.061803161
1212,22122,-0.107796479
1213,22125,-0.107796479
1214,22132,0.846210204
1215,22136,-0.107796479
1216,22137,-0.107796479
1217,22150,-0.107796479
1218,22162,
1219,22168,-1.061803161
1220,22174,-0.107796479
1221,22182,0.846210204
1222,22182,-1.061803161
